DateKey,Full_Date,Week_Day,Month_Name,CalendarYear
20231026,10/26/2023,Thursday,October,2023
20231027,10/27/2023,Friday,October,2023
20231028,10/28/2023,Saturday,October,2023
20231029,10/29/2023,Sunday,October,2023
20231030,10/30/2023,Monday,October,2023
20231031,10/31/2023,Tuesday,October,2023
20231101,11/01/2023,Wednesday,November,2023
20231102,11/02/2023,Thursday,November,2023
20231103,11/03/2023,Friday,November,2023
20231104,11/04/2023,Saturday,November,2023
20231105,11/05/2023,Sunday,November,2023
20231106,11/06/2023,Monday,November,2023
20231107,11/07/2023,Tuesday,November,2023
20231108,11/08/2023,Wednesday,November,2023
20231109,11/09/2023,Thursday,November,2023
20231110,11/10/2023,Friday,November,2023
20231111,11/11/2023,Saturday,November,2023
20231112,11/12/2023,Sunday,November,2023
20231113,11/13/2023,Monday,November,2023
20231114,11/14/2023,Tuesday,November,2023
20231115,11/15/2023,Wednesday,November,2023
20231116,11/16/2023,Thursday,November,2023
20231117,11/17/2023,Friday,November,2023
20231118,11/18/2023,Saturday,November,2023
20231119,11/19/2023,Sunday,November,2023
20231120,11/20/2023,Monday,November,2023
20231121,11/21/2023,Tuesday,November,2023
20231122,11/22/2023,Wednesday,November,2023
20231123,11/23/2023,Thursday,November,2023
20231124,11/24/2023,Friday,November,2023
20231125,11/25/2023,Saturday,November,2023
20231126,11/26/2023,Sunday,November,2023
20231127,11/27/2023,Monday,November,2023
20231128,11/28/2023,Tuesday,November,2023
20231129,11/29/2023,Wednesday,November,2023
20231130,11/30/2023,Thursday,November,2023
20231201,12/01/2023,Friday,December,2023
20231202,12/02/2023,Saturday,December,2023
20231203,12/03/2023,Sunday,December,2023
20231204,12/04/2023,Monday,December,2023
20231205,12/05/2023,Tuesday,December,2023
20231206,12/06/2023,Wednesday,December,2023
20231207,12/07/2023,Thursday,December,2023
20231208,12/08/2023,Friday,December,2023
20231209,12/09/2023,Saturday,December,2023
20231210,12/10/2023,Sunday,December,2023
20231211,12/11/2023,Monday,December,2023
20231212,12/12/2023,Tuesday,December,2023
20231213,12/13/2023,Wednesday,December,2023
20231214,12/14/2023,Thursday,December,2023
20231215,12/15/2023,Friday,December,2023
20231216,12/16/2023,Saturday,December,2023
20231217,12/17/2023,Sunday,December,2023
20231218,12/18/2023,Monday,December,2023
20231219,12/19/2023,Tuesday,December,2023
20231220,12/20/2023,Wednesday,December,2023
20231221,12/21/2023,Thursday,December,2023
20231222,12/22/2023,Friday,December,2023
20231223,12/23/2023,Saturday,December,2023
20231224,12/24/2023,Sunday,December,2023
20231225,12/25/2023,Monday,December,2023
20231226,12/26/2023,Tuesday,December,2023
20231227,12/27/2023,Wednesday,December,2023
20231228,12/28/2023,Thursday,December,2023
20231229,12/29/2023,Friday,December,2023
20231230,12/30/2023,Saturday,December,2023
20231231,12/31/2023,Sunday,December,2023
20240101,01/01/2024,Monday,January,2024
20240102,01/02/2024,Tuesday,January,2024
20240103,01/03/2024,Wednesday,January,2024
20240104,01/04/2024,Thursday,January,2024
20240105,01/05/2024,Friday,January,2024
20240106,01/06/2024,Saturday,January,2024
20240107,01/07/2024,Sunday,January,2024
20240108,01/08/2024,Monday,January,2024
20240109,01/09/2024,Tuesday,January,2024
20240110,01/10/2024,Wednesday,January,2024
20240111,01/11/2024,Thursday,January,2024
20240112,01/12/2024,Friday,January,2024
20240113,1/13/2024,Saturday,January,2024
20240114,1/14/2024,Sunday,January,2024
20240115,1/15/2024,Monday,January,2024
20240116,1/16/2024,Tuesday,January,2024
20240117,1/17/2024,Wednesday,January,2024
20240118,1/18/2024,Thursday,January,2024
20240119,1/19/2024,Friday,January,2024
20240120,1/20/2024,Saturday,January,2024
20240121,1/21/2024,Sunday,January,2024
20240122,1/22/2024,Monday,January,2024
20240123,1/23/2024,Tuesday,January,2024
20240124,1/24/2024,Wednesday,January,2024
20240125,1/25/2024,Thursday,January,2024
20240126,1/26/2024,Friday,January,2024
20240127,1/27/2024,Saturday,January,2024
20240128,1/28/2024,Sunday,January,2024
20240129,1/29/2024,Monday,January,2024
20240130,1/30/2024,Tuesday,January,2024
20240131,1/31/2024,Wednesday,January,2024
20240201,02/01/2024,Thursday,February,2024
20240202,02/02/2024,Friday,February,2024
20240203,02/03/2024,Saturday,February,2024
20240204,02/04/2024,Sunday,February,2024
20240205,02/05/2024,Monday,February,2024
20240206,02/06/2024,Tuesday,February,2024
20240207,02/07/2024,Wednesday,February,2024
20240208,02/08/2024,Thursday,February,2024
20240209,02/09/2024,Friday,February,2024
20240210,02/10/2024,Saturday,February,2024
20240211,02/11/2024,Sunday,February,2024
20240212,02/12/2024,Monday,February,2024
20240213,2/13/2024,Tuesday,February,2024
20240214,2/14/2024,Wednesday,February,2024
20240215,2/15/2024,Thursday,February,2024
20240216,2/16/2024,Friday,February,2024
20240217,2/17/2024,Saturday,February,2024
20240218,2/18/2024,Sunday,February,2024
20240219,2/19/2024,Monday,February,2024
20240220,2/20/2024,Tuesday,February,2024
20240221,2/21/2024,Wednesday,February,2024
20240222,2/22/2024,Thursday,February,2024
20240223,2/23/2024,Friday,February,2024
20240224,2/24/2024,Saturday,February,2024
20240225,2/25/2024,Sunday,February,2024
20240226,2/26/2024,Monday,February,2024
20240227,2/27/2024,Tuesday,February,2024
20240228,2/28/2024,Wednesday,February,2024
20240229,2/29/2024,Thursday,February,2024
20240301,03/01/2024,Friday,March,2024
20240302,03/02/2024,Saturday,March,2024
20240303,03/03/2024,Sunday,March,2024
20240304,03/04/2024,Monday,March,2024
20240305,03/05/2024,Tuesday,March,2024
20240306,03/06/2024,Wednesday,March,2024
20240307,03/07/2024,Thursday,March,2024
20240308,03/08/2024,Friday,March,2024
20240309,03/09/2024,Saturday,March,2024
20240310,03/10/2024,Sunday,March,2024
20240311,03/11/2024,Monday,March,2024
20240312,03/12/2024,Tuesday,March,2024
20240313,3/13/2024,Wednesday,March,2024
20240314,3/14/2024,Thursday,March,2024
20240315,3/15/2024,Friday,March,2024
20240316,3/16/2024,Saturday,March,2024
20240317,3/17/2024,Sunday,March,2024
20240318,3/18/2024,Monday,March,2024
20240319,3/19/2024,Tuesday,March,2024
20240320,3/20/2024,Wednesday,March,2024
20240321,3/21/2024,Thursday,March,2024
20240322,3/22/2024,Friday,March,2024
20240323,3/23/2024,Saturday,March,2024
20240324,3/24/2024,Sunday,March,2024
20240325,3/25/2024,Monday,March,2024
20240326,3/26/2024,Tuesday,March,2024
20240327,3/27/2024,Wednesday,March,2024
20240328,3/28/2024,Thursday,March,2024
20240329,3/29/2024,Friday,March,2024
20240330,3/30/2024,Saturday,March,2024
20240331,3/31/2024,Sunday,March,2024
20240401,04/01/2024,Monday,April,2024
20240402,04/02/2024,Tuesday,April,2024
20240403,04/03/2024,Wednesday,April,2024
20240404,04/04/2024,Thursday,April,2024
20240405,04/05/2024,Friday,April,2024
20240406,04/06/2024,Saturday,April,2024
20240407,04/07/2024,Sunday,April,2024
20240408,04/08/2024,Monday,April,2024
20240409,04/09/2024,Tuesday,April,2024
20240410,04/10/2024,Wednesday,April,2024
20240411,04/11/2024,Thursday,April,2024
20240412,04/12/2024,Friday,April,2024
20240413,4/13/2024,Saturday,April,2024
20240414,4/14/2024,Sunday,April,2024
20240415,4/15/2024,Monday,April,2024
20240416,4/16/2024,Tuesday,April,2024
20240417,4/17/2024,Wednesday,April,2024
20240418,4/18/2024,Thursday,April,2024
20240419,4/19/2024,Friday,April,2024
20240420,4/20/2024,Saturday,April,2024
20240421,4/21/2024,Sunday,April,2024
20240422,4/22/2024,Monday,April,2024
20240423,4/23/2024,Tuesday,April,2024
20240424,4/24/2024,Wednesday,April,2024
20240425,4/25/2024,Thursday,April,2024
20240426,4/26/2024,Friday,April,2024
20240427,4/27/2024,Saturday,April,2024
20240428,4/28/2024,Sunday,April,2024
20240429,4/29/2024,Monday,April,2024
20240430,4/30/2024,Tuesday,April,2024
20240501,05/01/2024,Wednesday,May,2024
20240502,05/02/2024,Thursday,May,2024
20240503,05/03/2024,Friday,May,2024
20240504,05/04/2024,Saturday,May,2024
20240505,05/05/2024,Sunday,May,2024
20240506,05/06/2024,Monday,May,2024
20240507,05/07/2024,Tuesday,May,2024
20240508,05/08/2024,Wednesday,May,2024
20240509,05/09/2024,Thursday,May,2024
20240510,05/10/2024,Friday,May,2024
20240511,05/11/2024,Saturday,May,2024
20240512,05/12/2024,Sunday,May,2024
20240513,5/13/2024,Monday,May,2024
20240514,5/14/2024,Tuesday,May,2024
20240515,5/15/2024,Wednesday,May,2024
20240516,5/16/2024,Thursday,May,2024
20240517,5/17/2024,Friday,May,2024
20240518,5/18/2024,Saturday,May,2024
20240519,5/19/2024,Sunday,May,2024
20240520,5/20/2024,Monday,May,2024
20240521,5/21/2024,Tuesday,May,2024
20240522,5/22/2024,Wednesday,May,2024
20240523,5/23/2024,Thursday,May,2024
20240524,5/24/2024,Friday,May,2024
20240525,5/25/2024,Saturday,May,2024
20240526,5/26/2024,Sunday,May,2024
20240527,5/27/2024,Monday,May,2024
20240528,5/28/2024,Tuesday,May,2024
20240529,5/29/2024,Wednesday,May,2024
20240530,5/30/2024,Thursday,May,2024
20240531,5/31/2024,Friday,May,2024
20240601,06/01/2024,Saturday,June,2024
20240602,06/02/2024,Sunday,June,2024
20240603,06/03/2024,Monday,June,2024
20240604,06/04/2024,Tuesday,June,2024
20240605,06/05/2024,Wednesday,June,2024
20240606,06/06/2024,Thursday,June,2024
20240607,06/07/2024,Friday,June,2024
20240608,06/08/2024,Saturday,June,2024
20240609,06/09/2024,Sunday,June,2024
20240610,06/10/2024,Monday,June,2024
20240611,06/11/2024,Tuesday,June,2024
20240612,06/12/2024,Wednesday,June,2024
20240613,6/13/2024,Thursday,June,2024
20240614,6/14/2024,Friday,June,2024
20240615,6/15/2024,Saturday,June,2024
20240616,6/16/2024,Sunday,June,2024
20240617,6/17/2024,Monday,June,2024
20240618,6/18/2024,Tuesday,June,2024
20240619,6/19/2024,Wednesday,June,2024
20240620,6/20/2024,Thursday,June,2024
20240621,6/21/2024,Friday,June,2024
20240622,6/22/2024,Saturday,June,2024
20240623,6/23/2024,Sunday,June,2024
20240624,6/24/2024,Monday,June,2024
20240625,6/25/2024,Tuesday,June,2024
20240626,6/26/2024,Wednesday,June,2024
20240627,6/27/2024,Thursday,June,2024
20240628,6/28/2024,Friday,June,2024
20240629,6/29/2024,Saturday,June,2024
20240630,6/30/2024,Sunday,June,2024
20240701,07/01/2024,Monday,July,2024
20240702,07/02/2024,Tuesday,July,2024
20240703,07/03/2024,Wednesday,July,2024
20240704,07/04/2024,Thursday,July,2024
20240705,07/05/2024,Friday,July,2024
20240706,07/06/2024,Saturday,July,2024
20240707,07/07/2024,Sunday,July,2024
20240708,07/08/2024,Monday,July,2024
20240709,07/09/2024,Tuesday,July,2024
20240710,07/10/2024,Wednesday,July,2024
20240711,07/11/2024,Thursday,July,2024
20240712,07/12/2024,Friday,July,2024
20240713,7/13/2024,Saturday,July,2024
20240714,7/14/2024,Sunday,July,2024
20240715,7/15/2024,Monday,July,2024
20240716,7/16/2024,Tuesday,July,2024
20240717,7/17/2024,Wednesday,July,2024
20240718,7/18/2024,Thursday,July,2024
20240719,7/19/2024,Friday,July,2024
20240720,7/20/2024,Saturday,July,2024
20240721,7/21/2024,Sunday,July,2024
20240722,7/22/2024,Monday,July,2024
20240723,7/23/2024,Tuesday,July,2024
20240724,7/24/2024,Wednesday,July,2024
20240725,7/25/2024,Thursday,July,2024
20240726,7/26/2024,Friday,July,2024
20240727,7/27/2024,Saturday,July,2024
20240728,7/28/2024,Sunday,July,2024
20240729,7/29/2024,Monday,July,2024
20240730,7/30/2024,Tuesday,July,2024
20240731,7/31/2024,Wednesday,July,2024
20240801,08/01/2024,Thursday,August,2024
20240802,08/02/2024,Friday,August,2024
20240803,08/03/2024,Saturday,August,2024
20240804,08/04/2024,Sunday,August,2024
20240805,08/05/2024,Monday,August,2024
20240806,08/06/2024,Tuesday,August,2024
20240807,08/07/2024,Wednesday,August,2024
20240808,08/08/2024,Thursday,August,2024
20240809,08/09/2024,Friday,August,2024
20240810,08/10/2024,Saturday,August,2024
20240811,08/11/2024,Sunday,August,2024
20240812,08/12/2024,Monday,August,2024
20240813,8/13/2024,Tuesday,August,2024
20240814,8/14/2024,Wednesday,August,2024
20240815,8/15/2024,Thursday,August,2024
20240816,8/16/2024,Friday,August,2024
20240817,8/17/2024,Saturday,August,2024
20240818,8/18/2024,Sunday,August,2024
20240819,8/19/2024,Monday,August,2024
20240820,8/20/2024,Tuesday,August,2024
20240821,8/21/2024,Wednesday,August,2024
20240822,8/22/2024,Thursday,August,2024
20240823,8/23/2024,Friday,August,2024
20240824,8/24/2024,Saturday,August,2024
20240825,8/25/2024,Sunday,August,2024
20240826,8/26/2024,Monday,August,2024
20240827,8/27/2024,Tuesday,August,2024
20240828,8/28/2024,Wednesday,August,2024
20240829,8/29/2024,Thursday,August,2024
20240830,8/30/2024,Friday,August,2024
20240831,8/31/2024,Saturday,August,2024
20240901,09/01/2024,Sunday,September,2024
20240902,09/02/2024,Monday,September,2024
20240903,09/03/2024,Tuesday,September,2024
20240904,09/04/2024,Wednesday,September,2024
20240905,09/05/2024,Thursday,September,2024
20240906,09/06/2024,Friday,September,2024
20240907,09/07/2024,Saturday,September,2024
20240908,09/08/2024,Sunday,September,2024
20240909,09/09/2024,Monday,September,2024
20240910,09/10/2024,Tuesday,September,2024
20240911,09/11/2024,Wednesday,September,2024
20240912,09/12/2024,Thursday,September,2024
20240913,9/13/2024,Friday,September,2024
20240914,9/14/2024,Saturday,September,2024
20240915,9/15/2024,Sunday,September,2024
20240916,9/16/2024,Monday,September,2024
20240917,9/17/2024,Tuesday,September,2024
20240918,9/18/2024,Wednesday,September,2024
20240919,9/19/2024,Thursday,September,2024
20240920,9/20/2024,Friday,September,2024
20240921,9/21/2024,Saturday,September,2024
20240922,9/22/2024,Sunday,September,2024
20240923,9/23/2024,Monday,September,2024
20240924,9/24/2024,Tuesday,September,2024
20240925,9/25/2024,Wednesday,September,2024
20240926,9/26/2024,Thursday,September,2024
20240927,9/27/2024,Friday,September,2024
20240928,9/28/2024,Saturday,September,2024
20240929,9/29/2024,Sunday,September,2024
20240930,9/30/2024,Monday,September,2024
20241001,10/01/2024,Tuesday,October,2024
20241002,10/02/2024,Wednesday,October,2024
20241003,10/03/2024,Thursday,October,2024
20241004,10/04/2024,Friday,October,2024
20241005,10/05/2024,Saturday,October,2024
20241006,10/06/2024,Sunday,October,2024
20241007,10/07/2024,Monday,October,2024
20241008,10/08/2024,Tuesday,October,2024
20241009,10/09/2024,Wednesday,October,2024
20241010,10/10/2024,Thursday,October,2024
20241011,10/11/2024,Friday,October,2024
20241012,10/12/2024,Saturday,October,2024
20241013,10/13/2024,Sunday,October,2024
20241014,10/14/2024,Monday,October,2024
20241015,10/15/2024,Tuesday,October,2024
20241016,10/16/2024,Wednesday,October,2024
20241017,10/17/2024,Thursday,October,2024
20241018,10/18/2024,Friday,October,2024
20241019,10/19/2024,Saturday,October,2024
20241020,10/20/2024,Sunday,October,2024
20241021,10/21/2024,Monday,October,2024
20241022,10/22/2024,Tuesday,October,2024
20241023,10/23/2024,Wednesday,October,2024
20241024,10/24/2024,Thursday,October,2024
20241025,10/25/2024,Friday,October,2024
20241026,10/26/2024,Saturday,October,2024
20241027,10/27/2024,Sunday,October,2024
20241028,10/28/2024,Monday,October,2024
20241029,10/29/2024,Tuesday,October,2024
20241030,10/30/2024,Wednesday,October,2024
20241031,10/31/2024,Thursday,October,2024
20241101,11/01/2024,Friday,November,2024
20241102,11/02/2024,Saturday,November,2024
20241103,11/03/2024,Sunday,November,2024
20241104,11/04/2024,Monday,November,2024
20241105,11/05/2024,Tuesday,November,2024
20241106,11/06/2024,Wednesday,November,2024
20241107,11/07/2024,Thursday,November,2024
20241108,11/08/2024,Friday,November,2024
20241109,11/09/2024,Saturday,November,2024
20241110,11/10/2024,Sunday,November,2024
20241111,11/11/2024,Monday,November,2024
20241112,11/12/2024,Tuesday,November,2024
20241113,11/13/2024,Wednesday,November,2024
20241114,11/14/2024,Thursday,November,2024
20241115,11/15/2024,Friday,November,2024
20241116,11/16/2024,Saturday,November,2024
20241117,11/17/2024,Sunday,November,2024
20241118,11/18/2024,Monday,November,2024
20241119,11/19/2024,Tuesday,November,2024
20241120,11/20/2024,Wednesday,November,2024
20241121,11/21/2024,Thursday,November,2024
20241122,11/22/2024,Friday,November,2024
20241123,11/23/2024,Saturday,November,2024
20241124,11/24/2024,Sunday,November,2024
20241125,11/25/2024,Monday,November,2024
20241126,11/26/2024,Tuesday,November,2024
20241127,11/27/2024,Wednesday,November,2024
20241128,11/28/2024,Thursday,November,2024
20241129,11/29/2024,Friday,November,2024
20241130,11/30/2024,Saturday,November,2024
20241201,12/01/2024,Sunday,December,2024
20241202,12/02/2024,Monday,December,2024
20241203,12/03/2024,Tuesday,December,2024
20241204,12/04/2024,Wednesday,December,2024
20241205,12/05/2024,Thursday,December,2024
20241206,12/06/2024,Friday,December,2024
20241207,12/07/2024,Saturday,December,2024
20241208,12/08/2024,Sunday,December,2024
20241209,12/09/2024,Monday,December,2024
20241210,12/10/2024,Tuesday,December,2024
20241211,12/11/2024,Wednesday,December,2024
20241212,12/12/2024,Thursday,December,2024
20241213,12/13/2024,Friday,December,2024
20241214,12/14/2024,Saturday,December,2024
20241215,12/15/2024,Sunday,December,2024
20241216,12/16/2024,Monday,December,2024
20241217,12/17/2024,Tuesday,December,2024
20241218,12/18/2024,Wednesday,December,2024
20241219,12/19/2024,Thursday,December,2024
20241220,12/20/2024,Friday,December,2024
20241221,12/21/2024,Saturday,December,2024
20241222,12/22/2024,Sunday,December,2024
20241223,12/23/2024,Monday,December,2024
20241224,12/24/2024,Tuesday,December,2024
20241225,12/25/2024,Wednesday,December,2024
20241226,12/26/2024,Thursday,December,2024
20241227,12/27/2024,Friday,December,2024
20241228,12/28/2024,Saturday,December,2024
20241229,12/29/2024,Sunday,December,2024
20241230,12/30/2024,Monday,December,2024
20241231,12/31/2024,Tuesday,December,2024
